,author,category,commentCount,description,favouriteCount,isComplete,numOfchap,pic,ratingCount,tag,title,url,viewer,new_title,hashtag
0,TigerPie,นิยาย Boy Love Lovely Room,1,Youtuber คนนี้ต้องการสปอนเซอร์ใจดีอยู่นะครับ :),14,จบ,1.0,https://cdn.readawrite.com/articles/462/461760/thumbnail/,1.0,"18+,Boy Love/Yaoi",Sponsor Me #สปอนเซอร์ของผม,https://www.readawrite.com/a/azaqx5,565,,สปอนเซอร์ของผม
1,MMSi,นิยาย Boy Love Lovely Room,"1,119",จากอดีตลูกคุณหนูก้าวสู่การเป็นชูก้าเบบี้ของแด๊ดดี้ที่ดีที่สุด!,"2,304",จบ,36.0,https://cdn.readawrite.com/articles/440/439313/thumbnail/,443.0,"แด๊ดดี้,Boy Love/Yaoi,18+,สายเปย์",#แด๊ดดี้ดีที่สุด [Call U daddiest],https://www.readawrite.com/a/aza8ls,"189,623",,แด๊ดดี้ดีที่สุด
2,Crystaljade,นิยาย Boy Love Secret Room,705,14 ปีผ่านไปใครจะคิดว่าเขาจะต้องกลับมาเจอกับสหายเก่าอีกครั้ง ทั้งที่ตอนนั้นจัดฉากการตายของตัวเองเอาไว,"1,962",จบ,16.0,https://cdn.readawrite.com/articles/638/637999/thumbnail/,321,"Boy Love/Yaoi,มาเฟีย,18+,เล่ห์รักลวงสังหาร",A Liar to Love #เล่ห์รักลวงสังหาร (Yaoi),https://www.readawrite.com/a/azeusj,"55,616",,เล่ห์รักลวงสังหาร
3,lahlunla,นิยาย Boy Love Lovely Room,1,My Love Song #เพลงเพราะรัก: นิยาย Boy Love Lovely Room,2,จบ,5.0,https://cdn.readawrite.com/articles/664/663385/thumbnail/,1,,My Love Song #เพลงเพราะรัก,https://www.readawrite.com/a/azfgiu,152,,เพลงเพราะรัก
4,ไก่ทอดมาแล้วจ้า,นิยาย Boy Love Secret Room,380,ลิ้นกับฟันมันกระทบกันยังไม่เท่ากูกับมึง เรื่องระหว่างศัตรูคู่แค้นที่ประกาศตัวว่าจะไม่มีวันเป็นเพื่อน,"1,369",จบ,34.0,https://cdn.readawrite.com/articles/677/676095/thumbnail/,123,จบแล้ว,(END) Say Yes If you love me #เซย์เท่ไหมบุ๊ค,https://www.readawrite.com/a/azfqw0,"71,462",,เซย์เท่ไหมบุ๊ค
5,yuu_u,นิยาย Boy Love Lovely Room,102,ลูกแกะคือเหยื่ออันโอชะของหมาป่าอย่างเขา แต่…ตอนนี้เขาอยากลองชิมเนื้อนายพรานดูบ้าง จะหอมหวานเห,76,จบ,11.0,https://cdn.readawrite.com/articles/647/646536/thumbnail/,24,"Boy Love/Yaoi,ต่อตัน",หมาป่าหุ้มหนังแกะ #ลูกแกะเปลือกนอก,https://www.readawrite.com/a/azf2rg,"4,583",หมาป่าหุ้มหนังแกะ,ลูกแกะเปลือกนอก
6,khachcha,นิยาย Boy Love Secret Room,7,ตะวันทาบฟ้า เมฆหนาปกคลุม มนตรารวมกลุ่ม เธอไปไม่ลา เมื่อฟ้าโปร่งใส หัวใจฉันหาย กอดกุมร่างกาย รอเธอหวน,17,จบ,2.0,https://cdn.readawrite.com/articles/752/751188/thumbnail/,4,"นิยายแฟนตาซี,Bmark,เสียงเพลงของเธอ",Think of her voice and song #เสียงเพลงของเธอ,https://www.readawrite.com/a/azhi7i,503,,เสียงเพลงของเธอ
7,Raccool,นิยาย Boy Love Secret Room,392,"""มีเจ้าของแล้วนี่"" ""เจ้าของไม่ค่อยดูแลผมเท่าไหร่"" ""..."" ""เอ็นดูผมหน่อยสิครับ"" #น้ำค้างฟ้าขุ่น",940,จบ,8.0,https://cdn.readawrite.com/articles/730/729712/thumbnail/,190,"Boy Love/Yaoi,ดราม่า,นิยายรัก,18+,น้ำค้างฟ้าขุ่น",Dirty Dew #น้ำค้างฟ้าขุ่น [สนพ.Deep],https://www.readawrite.com/a/azh0nw,"59,807",,น้ำค้างฟ้าขุ่น
8,Jaylerqz,นิยาย Boy Love Lovely Room,"22,809",""" ได้ยินแล้วนะ.. ว่าพ่อโคตรรักแม่เลย ""","30,887",จบ,50.0,https://cdn.readawrite.com/articles/845/844226/thumbnail/,"8,109","เมกาโลมา,สิงห์ใหญ่แคมป์,วิศวะสถาปัตย์,Boy Love/Yaoi,18+",I\'ll give you the world #เมกาโลมา (รีไรท์),https://www.readawrite.com/a/azjo5q,"3,787,353",,เมกาโลมา
9,SATURDAY_s,นิยาย Boy Love Secret Room,4,ผมกวินอายุ 23 ปีเพิ่งเรียนจบมาดๆได้เข้ามาทำงานบริษัทยักษ์ใหญ่ แต่ใครจะรู้ผมคิดว่าเข้ามาทำงานเฉยๆสบาย,47,จบ,1.0,https://cdn.readawrite.com/articles/907/906845/thumbnail/,3.0,"แด๊ดดี้,เกรียน,นิยายวาย",แฟนเด็ก #แทนกวิน,https://www.readawrite.com/a/azl59u,"1,140",แฟนเด็ก,แทนกวิน
10,19august,นิยาย Boy Love Secret Room,28.0,รวมเรื่องสั้นของ 19august #เรื่องค่อนข้างสั้นสิบเก้าสิงหา,91,จบ,17.0,https://cdn.readawrite.com/articles/1019/1018756/thumbnail/,15.0,"Boy Love/Yaoi,18+,นิยายวาย",#เรื่องค่อนข้างสั้นสิบเก้าสิงหา | YAOI,https://www.readawrite.com/a/aznqmb,"2,868",,เรื่องค่อนข้างสั้นสิบเก้าสิงหา
11,Queen,นิยาย Boy Love Secret Room,10,"ผมคือโรคจิตของคุณ ""สิงหา"" โรคจิตที่จะฆ่าทุกคนที่เข้ามายุ่งกับคุณ...",51,จบ,1.0,https://cdn.readawrite.com/articles/1060/1059989/thumbnail/,6,,#โรคจิตของคุณ,https://www.readawrite.com/a/azopae,"1,762",,โรคจิตของคุณ
12,นทกร,นิยาย Boy Love Lovely Room,"6,507",อยากจะมีทุกวันแบบนี้ ชีวิตมันไม่ต้องมีอย่างใครเขา อยากจะมีทุกวันแค่เรา ไม่ต้องการอะไรให้มากมาย,"11,443",จบ,21.0,https://cdn.readawrite.com/articles/1146/1145915/thumbnail/,"2,297","Boy Love/Yaoi,นิยายรัก,ตลก,นิยายวาย,ลึกลับ,แฟนตาซี",Your soul #รักไม่กั๊ก,https://www.readawrite.com/a/azqpff,"526,986",,รักไม่กั๊ก
13,ไร้คำบรรยาย,นิยาย Boy Love Secret Room,2,เรื่องราวความรักของชายหนุ่มทั้ง2 ที่มีความแตกต่างกัน ทั้งนิสัยและอายุ เรื่องราวของเขาจะจบลงเช่นไรกัน,5,จบ,1.0,https://cdn.readawrite.com/articles/1148/1147677/thumbnail/,1,"Boy Love/Yaoi,นิยายโรแมนติก,ดราม่า,ป๋อจ้าน,อี้ป๋อ,ป๋อตี้จ้านเกอ",ระหว่างเรา (Between us) #ทอยกาย,https://www.readawrite.com/a/azqqur,580,ระหว่างเรา,ทอยกาย
14,skylover☁,นิยาย Boy Love Lovely Room,97,ไม่น่าเชื่อว่าดอกเดซี่ดอกเล็กๆ แบบนั้น จะสั่นไหวหัวใจของภูผาแกร่งได้เหมือนกัน ศึกนี้ท่าจะเจ็บหนัก ยิ,578,จบ,1.0,https://cdn.readawrite.com/articles/1174/1173739/thumbnail/,66,"18+,Boy Love/Yaoi,นิยายรัก,นิยายวาย,Mpreg",(bl) daisy in his hand🌼 #คุณแอชของข้าวปุ้น (mpreg),https://www.readawrite.com/a/azrd5e,"6,837",,คุณแอชของข้าวปุ้น
15,muffinxx,นิยาย Boy Love Lovely Room,2,เพราะความประทับใจในวัยเด็กทำให้ต้องตามจีบคุณพี่อย่างเอาเป็นเอาตาย สุดท้ายก็หนีหายไปเเบบไม่บอกไม่กล่า,5,จบ,1.0,https://cdn.readawrite.com/articles/1164/1163607/thumbnail/,2,"Boy Love/Yaoi,18+,นิยายรัก,นิยายโรแมนติก,ดราม่า,นิยายวาย,โรงเรียน,มหาวิทยาลัย",#เหนือหมอก เด็กแล้วไง ก็ผัวพี่ปะวะครับ?,https://www.readawrite.com/a/azr4uw,159,,เหนือหมอกเด็กแล้วไงก็ผัวพี่ปะวะครับ
16,pcps.pisces,นิยาย Boy Love Secret Room,30,หน่วย Alpha One เป็นหน่วยที่ถูกสร้างขึ้นเพื่อทำงานที่ 'เป็นไปไม่ได้'​ บนโลกใบนี้...โลก ที่มีปริศนามา,94,จบ,0.0,https://cdn.readawrite.com/articles/1233/1232045/thumbnail/,23,"Boy Love/Yaoi,18+","FIGHT LIKE ...︻┳═一 #อย่าหือกับเบลค [Femboy, Action Sci-fi]",https://www.readawrite.com/a/azspqa,700,,อย่าหือกับเบลค
17,OohshOngsw,นิยาย Boy Love Secret Room,12,มึงชื่อไรนะ ”อุ่นกาย” ชอบกูก็ทำตามที่กูสั่ง,35,จบ,4.0,https://cdn.readawrite.com/articles/1303/1302806/thumbnail/,6.0,"เนียลอง,nielong,ดินโรคจิต",ชอบกูก็ทำตามดิน #ดินโรคจิต,https://www.readawrite.com/a/azudi1,"1,864",ชอบกูก็ทำตามดิน,ดินโรคจิต
18,Corneablue,นิยาย Boy Love Secret Room,"4,064",ปล่อยให้เงามืดสลัวกลืนกินศีลธรรมและจรรยาบรรณของเขาจนหมดสิ้น,"4,902",จบ,22.0,https://cdn.readawrite.com/articles/1356/1355038/thumbnail/,"1,084","dim light,ดิมไลท์,Mpreg,นิยายวาย,นิยายโรแมนติก,Boy Love/Yaoi",[Mpreg] Dim light. #ดิมไลท์,https://www.readawrite.com/a/azvl5d,"265,163",,ดิมไลท์
19,moominkinpa,นิยาย Boy Love Lovely Room,17,"""พี่นายพรานจ๊ะอย่าเปิดเสื้อธุจ้า"" ""กางเกงในก็ไม่ใส่"" ""พี่อย่าบีบก้นธุจ้า!""",42,จบ,6.0,https://cdn.readawrite.com/articles/1368/1367539/thumbnail/,8,,#ป่าล่ารัก (yaoi),https://www.readawrite.com/a/azvvcj,"1,462",,ป่าล่ารัก
20,Calendula,นิยาย Boy Love Secret Room,12,ใครจะคิดว่านักแสดงหนังผู้ใหญ่มืออาชีพอย่างริชชี่จะมาติดใจลีลาตัวประกอบโนเนมที่แม้แต่หน้าก็ยังไม่เคยเ,21,จบ,4.0,https://cdn.readawrite.com/articles/1402/1401018/thumbnail/,2,"Boy Love/Yaoi,18+,นิยายวาย,ตลก,นิยายรัก,ดราม่า",GV-B0109 #แรดแล้วรักป๊ะล่ะ,https://www.readawrite.com/a/azwno3,"1,076",,แรดแล้วรักป๊ะล่ะ
21,chortmin,นิยาย Boy Love Secret Room,144,จากลูกคุณหนูใช้เงินเล่นไปวันๆ ก็กลับกลายเป็นลูกหนี้เพียงชั่วข้ามคืน หนำซ้ำเจ้าหนี้คนนี้ยังแปลกพิกล เ,202,จบ,47.0,https://cdn.readawrite.com/articles/1404/1403450/thumbnail/,37,"คินโซ่,เด็กขัดดอก,มาเฟีย,ติดหนี้,SM",[Yaoi] Debt #เด็กขัดดอก,https://www.readawrite.com/a/azwpnk,"20,378",,เด็กขัดดอก
22,SeeCactusss,นิยาย Boy Love Lovely Room,149,""" คิดๆดูก็ตลกดีว่ะ ทะเลาะกันเถียงกันเป็นสิบปี วันนึงมานั่งกินมาม่าด้วยกัน """,386,จบ,15.0,https://cdn.readawrite.com/articles/1404/1403847/thumbnail/,66,"Boy Love/Yaoi,นิยายตลก,นิยายฟีลกู้ด,นิยายรักวัยรุ่น",[End] #อย่าเรียกว่าหมวย,https://www.readawrite.com/a/azwpyw,"26,284",,อย่าเรียกว่าหมวย
23,ฟองดูว์เป็นชื่อขนม,นิยาย Boy Love Secret Room,17,ปากก็บอกว่าเพื่อนแต่การกระทำที่เกือบจะได้กันหลายครั้งมันยังเรียกว่าเพื่อนได้อีกเหรอครับ...,52,จบ,4.0,https://cdn.readawrite.com/articles/1414/1413635/thumbnail/,8.0,"Boy Love/Yaoi,18+,นิยายวาย,ดราม่า,นิยายรัก",#เมื่อผู้ชายสองคนอยู่ในห้องเดียวกัน ( BL/Yaoi ),https://www.readawrite.com/a/azwxyk,"1,357",,เมื่อผู้ชายสองคนอยู่ในห้องเดียวกัน
24,Notfound_401,นิยาย Boy Love Lovely Room,0,'ทิ้งเบอร์ไว้แบบนี้ เขามีใจให้กูแน่มึง' -นับเก้าหนุ่มนิสัยหมาพันธุ์โกลเดินจับจ้องแมวลููกครึ่งพันธ์ุเ,0,จบ,0.0,https://cdn.readawrite.com/articles/1477/1476070/thumbnail/,0,Boy Love/Yaoi,#เมมเบอร์เก้า,https://www.readawrite.com/a/azyexf,16,,เมมเบอร์เก้า
25,อยากตกปลาที่ดาวอังคาร,นิยาย Boy Love Secret Room,57,อยู่ๆผมก็ตายเพราะหมาตัดหน้ารถ และได้เกิดใหม่มาอยู่ในร่างเด็กที่ไหนก็ไม่รู้,150,จบ,7.0,https://cdn.readawrite.com/articles/1486/1485093/thumbnail/,35,,เกิดใหม่เป็น(เมีย) ลูกมาเฟีย #เรือบาป,https://www.readawrite.com/a/azymb8,"5,774",เกิดใหม่เป็น,เรือบาป
26,วรมนศรณ์,นิยาย Boy Love Lovely Room,5,"คุณเคยโดนจีบมั้ยครับ ไอ้หล่อหน้านิ่งนี่มันจีบผมครับ!!! ""มึงว่าไงนะ""ซน ""บอกว่า จีบ""ไฟท์",9,จบ,3.0,https://cdn.readawrite.com/articles/1485/1484941/thumbnail/,4,"Boy Love/Yaoi,นิยายวาย,โรงเรียน,รักใสๆ,ชายชาย,ตลก,byวรมนศรณ์,ฟีลกูด",ไอ้หล่อหน้านิ่งมันจีบผมครับ #ซนไฟท์,https://www.readawrite.com/a/azym6v,307,ไอ้หล่อหน้านิ่งมันจีบผมครับ,ซนไฟท์
27,3-14,นิยาย Boy Love Lovely Room,887,ปัญหาใหญ่ของเดเมี่ยนในวัยสิบแปด คือการเป็นอัลฟ่าอารมณ์ร้อนและควบคุมอาการติดสัดของตัวเองตอนได้กลิ่นหอ,"5,585",จบ,13.0,https://cdn.readawrite.com/articles/1500/1499042/thumbnail/,565,"Boy Love/Yaoi,นิยายวาย,นิยายรัก,Mpreg,omegaverse",[Omegaverse] Queen\'s trap #ควีนของเดมี่,https://www.readawrite.com/a/azyxor,"131,663",,ควีนของเดมี่
28,shiper.n,นิยาย Boy Love Secret Room,9,มารับsin รับpornกันจ้า,41,จบ,2.0,https://cdn.readawrite.com/articles/1460/1459604/thumbnail/,6,"ดอมดมjy,taeyong,JAEHYUN",#ดอมดมjy | cut,https://www.readawrite.com/a/azy1hy,"1,803",,ดอมดม
29,Deicide_sai,นิยาย Boy Love Secret Room,1,คุณคือคนที่ผมเคยเจอมาก่อน ไม่ว่าจะตอนนี้หรือตอนนั้น ผมก็ยังรักทุกอย่างที่เป็นคุณ,0,จบ,2.0,https://cdn.readawrite.com/articles/1469/1468904/thumbnail/,0,"พี่ไนท์น้องซัน,Boy Love/Yaoi,นิยายวาย,นิยายรัก",I\'m all about you. รักทุกอย่างที่เป็นคุณ (#พี่ไนท์น้องซัน),https://www.readawrite.com/a/azy93o,62,รักทุกอย่างที่เป็นคุณ,พี่ไนท์น้องซัน
30,RIBBINBO,นิยาย Boy Love Lovely Room,344,ก้มหน้าหาคำตอบ ว่ารักนั้นคืออะไร จากทุกถ้อยคำ และทุกตัวอักษร ลองค้นหาในเพลง และฟังทุกท่วงทำนอง ทุกคำ,800,จบ,18.0,https://cdn.readawrite.com/articles/249/248183/thumbnail/,155.0,"Boy Love/Yaoi,นิยายรัก,นิยายโรแมนติก",:: MUSIC BOX :: #นิยายกล่องดนตรี,https://www.readawrite.com/a/az5rkx,"46,745",,นิยายกล่องดนตรี
31,พลอยพรรณ,นิยาย Boy Love Lovely Room,802,ผมเหม่อ ยื่นมือไปคว้าจับชายเสื้อโฬม จับจ้องริมฝีปากของเขา “โฬมครับ...” ผมอยากจูบ...,"1,735",จบ,30.0,https://cdn.readawrite.com/articles/285/284693/thumbnail/,282,"feelgood,ฟีลกูด,เพลง,Boy Love/Yaoi,สกาย,โฬม,เจ้าสกาย,จรดฟ้า,สมปลิง,พลอยพรรณ,หะมายด์เอง",จ ร ด ฟ้ า | #เจ้าสกาย (สนพ.ฟาไฉ) -END-,https://www.readawrite.com/a/az6me3,"108,870",จรดฟ้า,เจ้าสกาย
32,Hazel_nut,นิยาย Boy Love Lovely Room,835,ผมชื่อสระ (สะ-หระ) ส่วนมันชื่อพยัญชนะ ชื่อเราคล้องกัน และเราเป็นเพื่อนกัน แต่พอคลิปที่เราไปว่ายน้ำเล,"2,488",จบ,4.0,https://cdn.readawrite.com/articles/303/302486/thumbnail/,362,"18+,Boy Love/Yaoi,นิยายรัก,วิศวะ,สระของพยัญชนะ,นิยายวาย",[END] #สระของพยัญชนะ [Yaoi / BL] สนพ. SENSE BOOK,https://www.readawrite.com/a/az71wg,"163,756",,สระของพยัญชนะ
33,ออเฟียส,นิยาย Boy Love Lovely Room,"2,862",ปากบอกอยากเป็นพี่ แต่ใจนี่อยากเป็น ...!! แค่นี่ขาก็เข้าไปอยู่ใน 'คุก' ข้างนึงแล้วจ้า [ปิดตอน 18 มีค,"6,120",จบ,26.0,https://cdn.readawrite.com/articles/393/392766/thumbnail/,"1,098",,END #รอน้องสิบแปดบวก,https://www.readawrite.com/a/az95lv,"377,714",,รอน้องสิบแปดบวก
34,Lertting,นิยาย Boy Love Lovely Room,165,...ใครจะคิดว่าความรักของเด็กอายุ17ปีจะเป็นรักแท้และมั่นคง...,452,จบ,14.0,https://cdn.readawrite.com/articles/444/443712/thumbnail/,84,"ชนม์บัว,ชวาลใบบุญ,lerttingstory,กาลครั้งหนึ่งของชวาลใบบุญ,กาลครั้งหนึ่งของเรา,ชวาลรักใบบุญ,กาลครั้งหนึ่งของชนม์กับบัว",#กาลครั้งหนึ่งของเรา📖 [end.-],https://www.readawrite.com/a/bzac7h,"24,374",,กาลครั้งหนึ่งของเรา
35,เขมกันต์,นิยาย Boy Love Secret Room,"10,742",ส่งอีเมลมาที่ bedcarejob@email.com หัวข้อ ‘สมัครงานดูแลเตียง’ พร้อมแนบรูปถ่ายหน้าตรงและป,"15,170",จบ,32.0,https://cdn.readawrite.com/articles/436/435108/thumbnail/,"4,046","Boy Love/Yaoi,นิยายวาย,Bedcarejob,เขมกันต์,พนักงานดูแลเตียง",Bed Care Job #พนักงานดูแลเตียง [END],https://www.readawrite.com/a/bza56n,"1,213,109",,พนักงานดูแลเตียง
36,24.8,นิยาย Boy Love Lovely Room,19,ทดลองอ่านเรื่องสั้น ❛ #ผลิProject ❜ ตอนนี้เปิดขายรอบไปรษณีย์แล้วนะคะ,53,จบ,5.0,https://cdn.readawrite.com/articles/440/439771/thumbnail/,15,Boy Love/Yaoi,❀ #ผลิProject ❀「BL」,https://www.readawrite.com/a/bza8yv,"3,255",,ผลิ
37,PlusOneProject,นิยาย Boy Love Lovely Room,269,“ทำไมถึงชอบส่งโปสการ์ด” “ก็ผมเขียนไม่เก่ง ผมเลยบันทึกความทรงจำของผมผ่านภาพส่งถึงคุ,"1,213",จบ,32.0,https://cdn.readawrite.com/articles/474/473479/thumbnail/,112,,Postcard #คุณโปสการ์ด [],https://www.readawrite.com/a/bzb1hy,"45,723",,คุณโปสการ์ด
38,ป.ชม,นิยาย Boy Love Lovely Room,124,ผมซื้อคลิปโป๊ของเด็กอายุสิบหก,"1,086",จบ,4.0,https://cdn.readawrite.com/articles/480/479280/thumbnail/,91,,Fem top #ถุงน่องสีชมพูแถบขาว,https://www.readawrite.com/a/bzb68p,"66,176",,ถุงน่องสีชมพูแถบขาว
39,Rum-raisin,นิยาย Boy Love Lovely Room,201,"""ความบังเอิญ"" มักจะมีอีกชื่อเรียกว่า ""พรหมลิขิต""",750,จบ,27.0,https://cdn.readawrite.com/articles/570/569930/thumbnail/,84,"Boy Love/Yaoi,Feel good,ครอบครัว,พี่น้อง,น่ารัก,นิยายวาย,นิยายโรแมนติก",[END] The Boy Next Home #เกิดเป็นรักข้ามรั้ว,https://www.readawrite.com/a/bzda8p,"55,257",,เกิดเป็นรักข้ามรั้ว
40,++saisioo++,นิยาย Boy Love Lovely Room,"41,031",คลิปแรกดูฟรี คลิปต่อไปจ่ายตัง!,"21,284",จบ,63.0,https://cdn.readawrite.com/articles/583/582087/thumbnail/,"7,244",น้องไอไลฟ์สด,LIVE #น้องไอไลฟ์สด [Yaoi],https://www.readawrite.com/a/bzdk62,"3,387,938",,น้องไอไลฟ์สด
41,ฮันนี่~,นิยาย Boy Love Lovely Room,"6,826",พิกุล (คน) ชายผู้เป็นที่รักจากคนทุกเพศทุกวัย ยกเว้นผม // อ่านได้ถึงตอนที่ 18 หลังจากนั้นปิดตอนแล้วค่,"7,780",จบ,39.0,https://cdn.readawrite.com/articles/621/620862/thumbnail/,"1,770","Boy Love/Yaoi,สงกรานต์อ่านฟิน,ตลก,Feel good,นิยายโรแมนติก",Too good to be true #พิกุลทูกู๊ด [E-Book มาแล้ว  รอบสต็อกเร็วๆ นี้],https://www.readawrite.com/a/bzegsw,"459,579",,พิกุลทูกู๊ด
42,Ex-SoulL,นิยาย Boy Love Lovely Room,884,โหด ดุ เร่าร้อน...เหมือนระเบิดที่มีพลังทำลายล้างสูง,"3,415",จบ,1.0,https://cdn.readawrite.com/articles/629/628451/thumbnail/,623,"Boy Love/Yaoi,18+,นิยายรัก,นิยายโรแมนติก",•Tsar Bomba• #พี่บอมบ์คนโหด,https://www.readawrite.com/a/bzen0q,"60,002",,พี่บอมบ์คนโหด
43,ayeeriin,นิยาย Boy Love Lovely Room,463,"""ไอ้ด็อก..."" ""ด็อกพ่อมึง! กูชื่อเตอร์ ด็อกเตอร์!!""",640,จบ,44.0,https://cdn.readawrite.com/articles/654/653865/thumbnail/,124,"นิยายรัก,นิยายโรแมนติก,นิยายรักวัยรุ่น,Boy Love/Yaoi,ตลก,วิศวะ,หมอ",ว้ากอยู่ ... ฟังกูดิ [Yaoi] #โต้เตอร์,https://www.readawrite.com/a/bzf8qu,"56,739",ว้ากอยู่ฟังกูดิ,โต้เตอร์
44,AIHIRA,นิยาย Boy Love Lovely Room,3,ชีวิตที่สงบของผมมันก็ดีอยู่แล้ว แล้วทำไมต้องส่งมารผจญอย่างมันมาให้ผมด้วย...,6,จบ,1.0,https://cdn.readawrite.com/articles/743/742947/thumbnail/,2,"วิศวะ,นิยายรักวัยรุ่น",#รำคาญมึงว่ะไอ้เด็กเหี้ย,https://www.readawrite.com/a/bzhbh2,414,,รำคาญมึงว่ะไอ้เด็กเหี้ย
45,Redruby,นิยาย Boy Love Secret Room,"1,481",'เบบี้ลิตเติ้ล' ไอดอลหนุ่มดาวรุ่ง (ในเรื่องฉาวโฉ่) ที่มีคนติดตามเป็นแสนได้รับคำเชิญชวนพิเศษจาก 'แด๊ด,"3,737",จบ,23.0,https://cdn.readawrite.com/articles/804/803241/thumbnail/,522,"Boy Love/Yaoi,18+,นิยายวาย,Daddy",(End) Little Camboy : #ลิตเติ้ลแคมบอย,https://www.readawrite.com/a/bzipoq,"265,718",,ลิตเติ้ลแคมบอย
46,aoikyosuke,นิยาย Boy Love Lovely Room,5,"""คุณเกลียดอะไรแผนกผมนักหนา"" โดนถามแบบนั้น และคุณกฤษดาก็มองหน้าของวิโรจน์ พนักงานจากแผนกขนส่งด้วยความ",39,จบ,8.0,https://cdn.readawrite.com/articles/836/835132/thumbnail/,5.0,"Boy Love/Yaoi,ดราม่า,นิยายโรแมนติก,SM,18+",รักเกิดในแผนกขนส่ง 3 (ภาค วิโรจน์#อ้น),https://www.readawrite.com/a/bzjgpw,"2,267",รักเกิดในแผนกขนส่ง,อ้น
47,Domoney,นิยาย Boy Love Secret Room,1,nc20+ #ยัยแมวอ้วนดต จากจอยลดา,39,จบ,2.0,https://cdn.readawrite.com/articles/847/846970/thumbnail/,1.0,"โดเตนล์,Boy Love/Yaoi,18+",#ยัยแมวอ้วนดต,https://www.readawrite.com/a/bzjqe5,"1,201",,ยัยแมวอ้วนดต
48,RIBBINBO,นิยาย Boy Love Lovely Room,711,เมื่อสีทั้งสองผสมกันเมื่อนั้นมันก็จะเป็นสีของเรา..,917,จบ,16.0,https://cdn.readawrite.com/articles/822/821416/thumbnail/,207.0,"Yaoi,Boy Love/Yaoi,นิยายรัก,นิยายโรแมนติก,ตลก",WATERCOLOR #ที่พักพิงสีน้ำ,https://www.readawrite.com/a/bzj5j1,"47,742",,ที่พักพิงสีน้ำ
49,not me,นิยาย Boy Love Lovely Room,0,รักที่รักนะครับ รักเหมือนกันครับ,3,จบ,1.0,https://cdn.readawrite.com/articles/915/914245/thumbnail/,0.0,หนาวซันสโนว์อาทิตย์,#หนาวซันสโนว์อาทิตย์ 🌨️🌤️❄️☀️,https://www.readawrite.com/a/bzlbba,255,,หนาวซันสโนว์อาทิตย์
50,สโลว์ไลฟ์สไตล์สลอธ,นิยาย Boy Love Lovely Room,6,:: คำเตือน :: นายเอกห้าวมาก !! จะม๊าวม๊าวกับคุณเจ้าของร้านคาเฟ่เท่านั้นละ (>'w',16,จบ,0.0,https://cdn.readawrite.com/articles/1091/1090564/thumbnail/,6,"Boy Love/Yaoi,18+,นิยายรัก,ตลก,นิยายวาย,โรงเรียน",ไอ้ห้าวน่ารัก ; ) #ซัมอย่าห้าว,https://www.readawrite.com/a/bzpf8y,392,ไอ้ห้าวน่ารัก,ซัมอย่าห้าว
51,BourBon_T,นิยาย Boy Love Lovely Room,422,' ผมรู้ครับว่าเราแต่งงานกันเพราะเหตุผลทางธุรกิจ แต่คุณนนท์ครับ คุณช่วยใจดีกับผมบ้างได้ไหมครับ อย่าใ,463,จบ,31.0,https://cdn.readawrite.com/articles/1098/1097862/thumbnail/,126,"เมียเถื่อน,เดย์นนท์,ฝาแฝด,เมียสวมรอย,นิยายวาย,นิยายโรแมนติก,NC18+",เมียเถื่อน #พี่นนท์น้องเดย์,https://www.readawrite.com/a/bzpl7h,"47,465",เมียเถื่อน,พี่นนท์น้องเดย์
52,MtY,นิยาย Boy Love Lovely Room,0,นี้คือเรื่องเเรกขอไรท์ ขอฝากเนื้อฝากตัวด้วยนะคะ,0,จบ,1.0,https://cdn.readawrite.com/articles/1111/1110554/thumbnail/,0,,#รักแรก,https://www.readawrite.com/a/bzpvk4,29,,รักแรก
53,สาวใต้แสงจันทร์​,นิยาย Boy Love Lovely Room,193,"""เดี๋ยว​นะครับคุณ​ลุงว่าไงนะครับคุณ​ลุงช่วยอธิบาย​ใหม่ได้ป่าวครับหรือผมหูฝาด"" ผมทักทวงออกไประหว่าง​ท",452,จบ,25.0,https://cdn.readawrite.com/articles/1145/1144024/thumbnail/,59,,เพราะ... สัญญา....# ท้อง​ได้#,https://www.readawrite.com/a/bzqnve,"33,248",เพราะสัญญา,ท้อง
54,SpazeZ,นิยาย Boy Love Lovely Room,4,เมื่อนักเปียโนระดับโลกวัย 29 ปีที่มีชื่อว่า กาย โดนไฟประดับเวทีหล่นลงมาทับเสียชีวิตก่อนจะตื่นขึ้นมาใ,13,จบ,2.0,https://cdn.readawrite.com/articles/1156/1155082/thumbnail/,2,"incest,Boy Love/Yaoi,นิยายวาย,ขนมน่ากิน",[BL] #ขนมน่ากิน,https://www.readawrite.com/a/bzqwwc,217,,ขนมน่ากิน
55,zearet17,นิยาย Boy Love Lovely Room,430,พาโชคคือผู้ชายที่ไม่ได้มากับโชคเหมือนชื่อเพราะฉะนั้นเลยถูกเรียกว่าพาซวยอยู่เป็นประจำ พาโชคถือเป็นบุค,"1,747",จบ,23.0,https://cdn.readawrite.com/articles/1198/1197026/thumbnail/,284.0,,Error 403 : เมื่อรักติดบั๊ก | #พาซวย,https://www.readawrite.com/a/bzrw5q,"64,598",เมื่อรักติดบั๊ก,พาซวย
